"","OFT","PedCount","IfSideWalk","IfBikeLane","PopDen","JobDen","IntNum","TraStpNum","AADT","PerCommercial","PerOffice","PerIndustrial","PerOpenspace","Entropy","IfDowntown","PerChild","PerOld","PerMale","PerWhite","PerBlack","PerHisp","PerPoverty","AvgHHSize","AvgVeh","IfMain","IfSecondary","StrtLitNum","IfEst"
"62","027129382938",0,1,0,0.709964859751397,0,31,0,2697,0,0.24541611170882,0,0.0533256630555116,0.25025949135245,0,0.106083086053412,0.292284866468843,0.468100890207715,0.716617210682493,0.0155786350148368,0.0971810089020772,0.000188427299703264,1.81,1.33646112600536,0,0,0,1
"63","293802710261",0,1,0,0.709964859751397,0,30,0,5200,0,0,0,0.313696514070624,0.311419397044144,0,0.106083086053412,0.292284866468843,0.468100890207715,0.716617210682493,0.0155786350148368,0.0971810089020772,0.000188427299703264,1.81,1.33646112600536,0,1,4,1
"64","161129310289",0,1,0,6.33357271171283,0.395848294482052,44,0,5200,0,0,0,0,0.00130384604953845,0,0.196428571428571,0.116071428571429,0.391369047619048,0.845982142857143,0.0870535714285714,0.0230654761904762,9.07738095238095e-05,2.15,1.53451043338684,0,1,0,1
"65","037140260036",0,1,0,11.6772506592684,0.593758508098392,29,0,1900,0,0,0.141025299470238,0,0.203962873095265,0,0.213310580204778,0.0802047781569966,0.469283276450512,0.737201365187713,0.121160409556314,0.0426621160409556,0.000436860068259386,2.26,1.59459459459459,0,0,0,1
"66","152222042204",0,0,0,27.6950478765807,28.606402285682,15,0,17183,0.0635440417855861,0.544784243057208,0,0.147853886705278,0.283051853781487,0,0.0734206033010814,0.146841206602163,0.489470688673876,0.900967558338076,0.0341491178144565,0.0244735344336938,7.51280591918042e-05,1.51,1.3829604130809,0,1,0,1
"67","053012271103",0,1,0,3.12566411765373,0,20,0,6300,0.0404331860277472,0,0,0.02917317674727,0.10038728429328,0,0.223275862068966,0.105172413793103,0.550862068965517,0.593103448275862,0.193103448275862,0.0146551724137931,0.000179310344827586,2.64,1.62557077625571,0,1,0,1
"68","292402910301",0,1,0,3.77517354866322,0,34,0,6000,0,0.129210993680915,0,0,0.193003594702954,0,0.289678135405105,0.147613762486127,0.455049944506104,0.971143174250832,0,0.00887902330743618,5.10543840177581e-05,3.01,1.88963210702341,0,1,0,1
"69","292403110321",0,1,0,8.00265449025003,0.285809088937501,29,0,6000,0.0068956741313187,0.00119159312203396,0,0,0.0172296494167334,0,0.13880742913001,0.0869990224828935,0.504398826979472,0.893450635386119,0.010752688172043,0.0195503421309873,0.000124144672531769,2.45,1.77751196172249,0,1,0,1
"70","292403010311",0,1,0,1.70000855766196,0,31,0,6000,0,0.363885915722945,0,0,0.328167231516921,0,0.173835125448029,0.163082437275986,0.512544802867383,0.969534050179212,0.0161290322580645,0,8.60215053763441e-05,1.99,1.53928571428571,0,1,0,1
"71","161105390529",0,1,0,4.09699230768992,2.37889875930382,22,0,14100,0,0.167860134769037,0,0,0.226770375064764,0,0.296523517382413,0.244717109747785,0.499659168370825,0.930470347648262,0,0.0149965916837082,4.02181322426721e-05,2.66,1.71376811594203,0,1,0,1
"72","161104790469",0,1,0,9.56520008416758,0.610544686223463,30,0,12300,0,0,0,0,0.00130390054298074,0,0.296523517382413,0.244717109747785,0.499659168370825,0.930470347648262,0,0.0149965916837082,4.02181322426721e-05,2.66,1.71376811594203,0,1,0,1
"73","292403310341",0,1,0,7.51229099457615,0.860783343128518,27,0,6000,0.0570594903617336,0,0,0,0.110012972041901,0,0.204128440366972,0.217889908256881,0.526376146788991,0.827981651376147,0.00573394495412844,0.0194954128440367,0.000202981651376147,2.79,1.98397435897436,0,1,0,1
"74","292403210331",0,1,0,8.00265449025003,0.285809088937501,30,0,6000,0.146310125345429,0,0,0,0.208676058261112,0,0.13880742913001,0.0869990224828935,0.504398826979472,0.893450635386119,0.010752688172043,0.0195503421309873,0.000124144672531769,2.45,1.77751196172249,0,1,0,1
